time = 2.78, epoch = 1, iter = 32, loss = 7.60
time = 2.11, epoch = 4, iter = 1088, loss = 0.84
time = 2.05, epoch = 4, iter = 1120, loss = 0.80
time = 1.98, epoch = 4, iter = 1152, loss = 0.81
time = 1.99, epoch = 4, iter = 1184, loss = 0.81
time = 2.00, epoch = 4, iter = 1216, loss = 0.81
time = 2.08, epoch = 4, iter = 1248, loss = 0.79
time = 1.99, epoch = 4, iter = 1280, loss = 0.77
time = 2.02, epoch = 4, iter = 1312, loss = 0.83
time = 1.96, epoch = 4, iter = 1344, loss = 0.77
time = 2.02, epoch = 4, iter = 1376, loss = 0.83
time = 2.02, epoch = 4, iter = 1408, loss = 0.83
time = 2.01, epoch = 4, iter = 1440, loss = 0.81
time = 2.02, epoch = 4, iter = 1472, loss = 0.85
time = 1.98, epoch = 4, iter = 1504, loss = 0.83
time = 1.98, epoch = 4, iter = 1536, loss = 0.79
time = 1.98, epoch = 4, iter = 1568, loss = 0.81
time = 2.00, epoch = 4, iter = 1600, loss = 0.79
time = 1.98, epoch = 4, iter = 1632, loss = 0.83
time = 1.96, epoch = 4, iter = 1664, loss = 0.84
time = 1.99, epoch = 4, iter = 1696, loss = 0.81
time = 2.04, epoch = 4, iter = 1728, loss = 0.80
time = 2.00, epoch = 4, iter = 1760, loss = 0.83
time = 2.15, epoch = 4, iter = 1792, loss = 0.82
time = 2.00, epoch = 4, iter = 1824, loss = 0.82
time = 1.95, epoch = 4, iter = 1856, loss = 0.79
time = 2.01, epoch = 4, iter = 1888, loss = 0.83
time = 1.95, epoch = 4, iter = 1920, loss = 0.82
time = 2.04, epoch = 4, iter = 1952, loss = 0.83
time = 1.92, epoch = 4, iter = 1984, loss = 0.76
time = 2.08, epoch = 4, iter = 2016, loss = 0.79
time = 1.94, epoch = 4, iter = 2048, loss = 0.85
time = 2.05, epoch = 4, iter = 2080, loss = 0.79
time = 2.10, epoch = 4, iter = 2112, loss = 0.76
time = 2.04, epoch = 4, iter = 2144, loss = 0.76
time = 1.89, epoch = 4, iter = 2176, loss = 0.81
time = 1.97, epoch = 4, iter = 2208, loss = 0.81
time = 1.98, epoch = 4, iter = 2240, loss = 0.80
time = 1.93, epoch = 4, iter = 2272, loss = 0.80
time = 1.99, epoch = 4, iter = 2304, loss = 0.79
time = 2.00, epoch = 4, iter = 2336, loss = 0.81
time = 2.00, epoch = 4, iter = 2368, loss = 0.79
time = 2.02, epoch = 4, iter = 2400, loss = 0.77
time = 1.93, epoch = 4, iter = 2432, loss = 0.78
time = 2.04, epoch = 4, iter = 2464, loss = 0.79
time = 1.97, epoch = 4, iter = 2496, loss = 0.78
time = 2.00, epoch = 4, iter = 2528, loss = 0.79
time = 2.03, epoch = 4, iter = 2560, loss = 0.80
time = 1.89, epoch = 4, iter = 2592, loss = 0.76
time = 1.94, epoch = 4, iter = 2624, loss = 0.78
time = 2.07, epoch = 4, iter = 2656, loss = 0.79
time = 1.98, epoch = 4, iter = 2688, loss = 0.80
time = 1.98, epoch = 4, iter = 2720, loss = 0.86
time = 2.04, epoch = 4, iter = 2752, loss = 0.82
time = 2.03, epoch = 4, iter = 2784, loss = 0.79
time = 2.06, epoch = 4, iter = 2816, loss = 0.74
time = 2.05, epoch = 4, iter = 2848, loss = 0.76
time = 1.91, epoch = 4, iter = 2880, loss = 0.84
time = 1.97, epoch = 4, iter = 2912, loss = 0.73
time = 1.98, epoch = 4, iter = 2944, loss = 0.75
time = 1.99, epoch = 4, iter = 2976, loss = 0.79
time = 1.92, epoch = 4, iter = 3008, loss = 0.82
time = 1.90, epoch = 4, iter = 3040, loss = 0.77
time = 2.02, epoch = 4, iter = 3072, loss = 0.80
time = 1.96, epoch = 4, iter = 3104, loss = 0.77
time = 1.96, epoch = 4, iter = 3136, loss = 0.80
time = 1.99, epoch = 4, iter = 3168, loss = 0.72
time = 2.04, epoch = 4, iter = 3200, loss = 0.79
time = 2.05, epoch = 4, iter = 3232, loss = 0.79
time = 1.90, epoch = 4, iter = 3264, loss = 0.77
time = 1.97, epoch = 4, iter = 3296, loss = 0.79
time = 2.01, epoch = 4, iter = 3328, loss = 0.76
time = 1.97, epoch = 4, iter = 3360, loss = 0.85
time = 2.00, epoch = 4, iter = 3392, loss = 0.76
time = 1.99, epoch = 4, iter = 3424, loss = 0.73
time = 2.04, epoch = 4, iter = 3456, loss = 0.77
time = 1.98, epoch = 4, iter = 3488, loss = 0.77
time = 1.95, epoch = 4, iter = 3520, loss = 0.72
time = 1.95, epoch = 4, iter = 3552, loss = 0.77
time = 1.95, epoch = 4, iter = 3584, loss = 0.77
time = 2.01, epoch = 4, iter = 3616, loss = 0.80
time = 2.03, epoch = 4, iter = 3648, loss = 0.77
time = 1.91, epoch = 4, iter = 3680, loss = 0.78
time = 2.09, epoch = 4, iter = 3712, loss = 0.76
time = 1.95, epoch = 4, iter = 3744, loss = 0.74
time = 1.91, epoch = 4, iter = 3776, loss = 0.78
time = 1.97, epoch = 4, iter = 3808, loss = 0.73
time = 1.92, epoch = 4, iter = 3840, loss = 0.76
time = 1.91, epoch = 4, iter = 3872, loss = 0.79
time = 2.03, epoch = 4, iter = 3904, loss = 0.75
time = 1.97, epoch = 4, iter = 3936, loss = 0.77
time = 2.01, epoch = 4, iter = 3968, loss = 0.73
time = 1.94, epoch = 4, iter = 4000, loss = 0.78
time = 1.97, epoch = 4, iter = 4032, loss = 0.79
time = 1.97, epoch = 4, iter = 4064, loss = 0.73
time = 2.02, epoch = 4, iter = 4096, loss = 0.76
time = 2.05, epoch = 4, iter = 4128, loss = 0.78
time = 1.96, epoch = 4, iter = 4160, loss = 0.75
time = 2.02, epoch = 4, iter = 4192, loss = 0.79
time = 1.99, epoch = 4, iter = 4224, loss = 0.77
time = 1.94, epoch = 4, iter = 4256, loss = 0.76
time = 2.00, epoch = 4, iter = 4288, loss = 0.78
time = 2.01, epoch = 4, iter = 4320, loss = 0.76
time = 1.99, epoch = 4, iter = 4352, loss = 0.73
time = 1.93, epoch = 4, iter = 4384, loss = 0.80
time = 2.16, epoch = 4, iter = 4416, loss = 0.74
time = 1.95, epoch = 4, iter = 4448, loss = 0.74
time = 1.96, epoch = 4, iter = 4480, loss = 0.80
time = 2.05, epoch = 4, iter = 4512, loss = 0.78
time = 2.03, epoch = 4, iter = 4544, loss = 0.74
time = 2.06, epoch = 4, iter = 4576, loss = 0.74
time = 1.98, epoch = 4, iter = 4608, loss = 0.77
time = 1.99, epoch = 4, iter = 4640, loss = 0.76
time = 1.98, epoch = 4, iter = 4672, loss = 0.75
time = 2.00, epoch = 4, iter = 4704, loss = 0.76
time = 2.10, epoch = 4, iter = 4736, loss = 0.75
time = 2.05, epoch = 4, iter = 4768, loss = 0.77
time = 2.02, epoch = 4, iter = 4800, loss = 0.77
time = 2.10, epoch = 4, iter = 4832, loss = 0.74
time = 2.47, epoch = 5, iter = 32, loss = 0.70
time = 2.02, epoch = 5, iter = 64, loss = 0.73
time = 2.01, epoch = 5, iter = 96, loss = 0.70
time = 1.99, epoch = 5, iter = 128, loss = 0.70
time = 2.01, epoch = 5, iter = 160, loss = 0.74
time = 2.00, epoch = 5, iter = 192, loss = 0.72
time = 2.34, epoch = 5, iter = 224, loss = 0.75
time = 2.45, epoch = 5, iter = 256, loss = 0.70
time = 3.25, epoch = 5, iter = 288, loss = 0.72
time = 2.53, epoch = 5, iter = 320, loss = 0.74
time = 2.44, epoch = 5, iter = 352, loss = 0.72
time = 2.52, epoch = 5, iter = 384, loss = 0.75
time = 2.18, epoch = 5, iter = 416, loss = 0.68
time = 2.01, epoch = 5, iter = 448, loss = 0.69
time = 2.11, epoch = 5, iter = 480, loss = 0.76
time = 1.96, epoch = 5, iter = 512, loss = 0.74
time = 2.01, epoch = 5, iter = 544, loss = 0.77
time = 2.05, epoch = 5, iter = 576, loss = 0.73
time = 1.91, epoch = 5, iter = 608, loss = 0.74
time = 1.99, epoch = 5, iter = 640, loss = 0.75
time = 2.06, epoch = 5, iter = 672, loss = 0.72
time = 2.00, epoch = 5, iter = 704, loss = 0.75
time = 1.99, epoch = 5, iter = 736, loss = 0.68
time = 1.98, epoch = 5, iter = 768, loss = 0.81
time = 2.06, epoch = 5, iter = 800, loss = 0.69
time = 2.08, epoch = 5, iter = 832, loss = 0.75
time = 2.04, epoch = 5, iter = 864, loss = 0.74
time = 2.49, epoch = 5, iter = 896, loss = 0.77
time = 2.48, epoch = 5, iter = 928, loss = 0.74
time = 2.32, epoch = 5, iter = 960, loss = 0.71
time = 2.33, epoch = 5, iter = 992, loss = 0.71
time = 2.35, epoch = 5, iter = 1024, loss = 0.68
time = 2.37, epoch = 5, iter = 1056, loss = 0.70
time = 2.29, epoch = 5, iter = 1088, loss = 0.76
time = 2.05, epoch = 5, iter = 1120, loss = 0.73
time = 2.02, epoch = 5, iter = 1152, loss = 0.72
time = 2.06, epoch = 5, iter = 1184, loss = 0.71
time = 2.40, epoch = 5, iter = 1216, loss = 0.73
time = 2.32, epoch = 5, iter = 1248, loss = 0.76
time = 2.38, epoch = 5, iter = 1280, loss = 0.71
time = 2.41, epoch = 5, iter = 1312, loss = 0.74
time = 2.59, epoch = 5, iter = 1344, loss = 0.73
time = 2.42, epoch = 5, iter = 1376, loss = 0.71
time = 2.41, epoch = 5, iter = 1408, loss = 0.71
time = 2.38, epoch = 5, iter = 1440, loss = 0.71
time = 2.53, epoch = 5, iter = 1472, loss = 0.74
time = 2.34, epoch = 5, iter = 1504, loss = 0.74
time = 2.49, epoch = 5, iter = 1536, loss = 0.74
time = 2.36, epoch = 5, iter = 1568, loss = 0.71
time = 2.10, epoch = 5, iter = 1600, loss = 0.74
time = 2.03, epoch = 5, iter = 1632, loss = 0.72
time = 2.11, epoch = 5, iter = 1664, loss = 0.70
time = 2.36, epoch = 5, iter = 1696, loss = 0.70
time = 2.18, epoch = 5, iter = 1728, loss = 0.68
time = 2.38, epoch = 5, iter = 1760, loss = 0.76
time = 2.22, epoch = 5, iter = 1792, loss = 0.73
time = 2.33, epoch = 5, iter = 1824, loss = 0.74
time = 2.37, epoch = 5, iter = 1856, loss = 0.72
time = 2.50, epoch = 5, iter = 1888, loss = 0.74
time = 2.59, epoch = 5, iter = 1920, loss = 0.69
time = 2.86, epoch = 5, iter = 1952, loss = 0.72
time = 2.31, epoch = 5, iter = 1984, loss = 0.76
time = 1.96, epoch = 5, iter = 2016, loss = 0.69
time = 2.06, epoch = 5, iter = 2048, loss = 0.72
time = 2.10, epoch = 5, iter = 2080, loss = 0.70
time = 2.21, epoch = 5, iter = 2112, loss = 0.73
time = 2.08, epoch = 5, iter = 2144, loss = 0.69
time = 2.44, epoch = 5, iter = 2176, loss = 0.69
time = 2.48, epoch = 5, iter = 2208, loss = 0.71
time = 2.60, epoch = 5, iter = 2240, loss = 0.68
time = 2.92, epoch = 5, iter = 2272, loss = 0.71
time = 3.40, epoch = 5, iter = 2304, loss = 0.72
time = 3.27, epoch = 5, iter = 2336, loss = 0.70
time = 3.18, epoch = 5, iter = 2368, loss = 0.73
time = 2.16, epoch = 5, iter = 2400, loss = 0.71
time = 2.20, epoch = 5, iter = 2432, loss = 0.70
time = 2.45, epoch = 5, iter = 2464, loss = 0.69
time = 2.52, epoch = 5, iter = 2496, loss = 0.72
time = 2.31, epoch = 5, iter = 2528, loss = 0.70
time = 2.28, epoch = 5, iter = 2560, loss = 0.69
time = 2.36, epoch = 5, iter = 2592, loss = 0.70
time = 2.35, epoch = 5, iter = 2624, loss = 0.71
time = 2.03, epoch = 5, iter = 2656, loss = 0.73
time = 2.04, epoch = 5, iter = 2688, loss = 0.71
time = 2.03, epoch = 5, iter = 2720, loss = 0.74
time = 2.05, epoch = 5, iter = 2752, loss = 0.68
time = 1.92, epoch = 5, iter = 2784, loss = 0.67
time = 2.03, epoch = 5, iter = 2816, loss = 0.67
time = 2.00, epoch = 5, iter = 2848, loss = 0.72
time = 2.06, epoch = 5, iter = 2880, loss = 0.67
time = 1.96, epoch = 5, iter = 2912, loss = 0.69
time = 2.01, epoch = 5, iter = 2944, loss = 0.69
time = 2.09, epoch = 5, iter = 2976, loss = 0.72
time = 2.03, epoch = 5, iter = 3008, loss = 0.75
time = 1.99, epoch = 5, iter = 3040, loss = 0.68
time = 2.06, epoch = 5, iter = 3072, loss = 0.70
time = 2.11, epoch = 5, iter = 3104, loss = 0.69
time = 2.09, epoch = 5, iter = 3136, loss = 0.72
time = 2.01, epoch = 5, iter = 3168, loss = 0.66
time = 2.08, epoch = 5, iter = 3200, loss = 0.67
time = 2.06, epoch = 5, iter = 3232, loss = 0.71
time = 2.01, epoch = 5, iter = 3264, loss = 0.70
time = 1.98, epoch = 5, iter = 3296, loss = 0.69
time = 1.95, epoch = 5, iter = 3328, loss = 0.68
time = 2.02, epoch = 5, iter = 3360, loss = 0.70
time = 2.09, epoch = 5, iter = 3392, loss = 0.76
time = 2.00, epoch = 5, iter = 3424, loss = 0.68
time = 2.06, epoch = 5, iter = 3456, loss = 0.72
time = 1.99, epoch = 5, iter = 3488, loss = 0.71
time = 2.02, epoch = 5, iter = 3520, loss = 0.66
time = 2.02, epoch = 5, iter = 3552, loss = 0.70
time = 1.98, epoch = 5, iter = 3584, loss = 0.67
time = 2.00, epoch = 5, iter = 3616, loss = 0.67
time = 2.04, epoch = 5, iter = 3648, loss = 0.71
time = 2.03, epoch = 5, iter = 3680, loss = 0.72
time = 2.04, epoch = 5, iter = 3712, loss = 0.75
time = 2.00, epoch = 5, iter = 3744, loss = 0.65
time = 2.14, epoch = 5, iter = 3776, loss = 0.72
time = 2.13, epoch = 5, iter = 3808, loss = 0.65
time = 2.01, epoch = 5, iter = 3840, loss = 0.73
time = 1.97, epoch = 5, iter = 3872, loss = 0.68
time = 1.96, epoch = 5, iter = 3904, loss = 0.68
time = 2.02, epoch = 5, iter = 3936, loss = 0.71
time = 2.05, epoch = 5, iter = 3968, loss = 0.71
time = 2.10, epoch = 5, iter = 4000, loss = 0.72
time = 1.99, epoch = 5, iter = 4032, loss = 0.73
time = 1.97, epoch = 5, iter = 4064, loss = 0.66
time = 1.96, epoch = 5, iter = 4096, loss = 0.68
time = 2.03, epoch = 5, iter = 4128, loss = 0.70
time = 2.10, epoch = 5, iter = 4160, loss = 0.74
time = 2.05, epoch = 5, iter = 4192, loss = 0.67
time = 1.99, epoch = 5, iter = 4224, loss = 0.68
time = 2.05, epoch = 5, iter = 4256, loss = 0.71
time = 2.03, epoch = 5, iter = 4288, loss = 0.70
time = 1.98, epoch = 5, iter = 4320, loss = 0.68
time = 2.07, epoch = 5, iter = 4352, loss = 0.72
time = 2.06, epoch = 5, iter = 4384, loss = 0.63
time = 2.06, epoch = 5, iter = 4416, loss = 0.69
time = 2.03, epoch = 5, iter = 4448, loss = 0.70
time = 1.95, epoch = 5, iter = 4480, loss = 0.68
time = 2.00, epoch = 5, iter = 4512, loss = 0.68
time = 2.03, epoch = 5, iter = 4544, loss = 0.66
time = 1.99, epoch = 5, iter = 4576, loss = 0.67
time = 1.95, epoch = 5, iter = 4608, loss = 0.70
time = 2.02, epoch = 5, iter = 4640, loss = 0.67
time = 2.05, epoch = 5, iter = 4672, loss = 0.70
time = 2.07, epoch = 5, iter = 4704, loss = 0.67
time = 2.14, epoch = 5, iter = 4736, loss = 0.73
time = 2.05, epoch = 5, iter = 4768, loss = 0.70
time = 2.04, epoch = 5, iter = 4800, loss = 0.68
time = 2.09, epoch = 5, iter = 4832, loss = 0.73
time = 2.65, epoch = 6, iter = 32, loss = 0.65
time = 2.00, epoch = 6, iter = 64, loss = 0.71
time = 1.98, epoch = 6, iter = 96, loss = 0.63
time = 2.01, epoch = 6, iter = 128, loss = 0.68
time = 2.08, epoch = 6, iter = 160, loss = 0.66
time = 2.01, epoch = 6, iter = 192, loss = 0.66
time = 2.00, epoch = 6, iter = 224, loss = 0.63
time = 2.13, epoch = 6, iter = 256, loss = 0.64
time = 2.04, epoch = 6, iter = 288, loss = 0.68
time = 2.13, epoch = 6, iter = 320, loss = 0.67
time = 2.04, epoch = 6, iter = 352, loss = 0.64
time = 1.95, epoch = 6, iter = 384, loss = 0.70
time = 2.08, epoch = 6, iter = 416, loss = 0.66
time = 2.11, epoch = 6, iter = 448, loss = 0.70
time = 2.04, epoch = 6, iter = 480, loss = 0.64
time = 2.03, epoch = 6, iter = 512, loss = 0.64
time = 1.94, epoch = 6, iter = 544, loss = 0.64
time = 1.96, epoch = 6, iter = 576, loss = 0.66
time = 2.03, epoch = 6, iter = 608, loss = 0.65
time = 1.92, epoch = 6, iter = 640, loss = 0.68
time = 2.06, epoch = 6, iter = 672, loss = 0.67
time = 1.96, epoch = 6, iter = 704, loss = 0.67
time = 2.12, epoch = 6, iter = 736, loss = 0.69
time = 1.94, epoch = 6, iter = 768, loss = 0.70
time = 2.02, epoch = 6, iter = 800, loss = 0.64
time = 2.10, epoch = 6, iter = 832, loss = 0.69
time = 2.33, epoch = 6, iter = 864, loss = 0.65
time = 2.27, epoch = 6, iter = 896, loss = 0.69
time = 2.44, epoch = 6, iter = 928, loss = 0.68
time = 2.50, epoch = 6, iter = 960, loss = 0.66
time = 2.45, epoch = 6, iter = 992, loss = 0.69
time = 2.33, epoch = 6, iter = 1024, loss = 0.68
time = 2.38, epoch = 6, iter = 1056, loss = 0.65
time = 2.54, epoch = 6, iter = 1088, loss = 0.67
time = 2.50, epoch = 6, iter = 1120, loss = 0.65
time = 2.52, epoch = 6, iter = 1152, loss = 0.68
time = 2.37, epoch = 6, iter = 1184, loss = 0.63
time = 2.87, epoch = 6, iter = 1216, loss = 0.68
time = 3.23, epoch = 6, iter = 1248, loss = 0.68
time = 2.54, epoch = 6, iter = 1280, loss = 0.66
time = 2.48, epoch = 6, iter = 1312, loss = 0.66
time = 2.20, epoch = 6, iter = 1344, loss = 0.66
time = 2.30, epoch = 6, iter = 1376, loss = 0.66
time = 2.15, epoch = 6, iter = 1408, loss = 0.64
time = 2.42, epoch = 6, iter = 1440, loss = 0.68
time = 2.64, epoch = 6, iter = 1472, loss = 0.62
time = 2.53, epoch = 6, iter = 1504, loss = 0.67
time = 2.31, epoch = 6, iter = 1536, loss = 0.73
time = 2.32, epoch = 6, iter = 1568, loss = 0.68
time = 2.23, epoch = 6, iter = 1600, loss = 0.65
time = 2.40, epoch = 6, iter = 1632, loss = 0.66
time = 2.33, epoch = 6, iter = 1664, loss = 0.66
time = 2.22, epoch = 6, iter = 1696, loss = 0.64
time = 3.12, epoch = 6, iter = 1728, loss = 0.67
time = 3.57, epoch = 6, iter = 1760, loss = 0.66
time = 3.46, epoch = 6, iter = 1792, loss = 0.67
time = 2.20, epoch = 6, iter = 1824, loss = 0.66
time = 2.08, epoch = 6, iter = 1856, loss = 0.70
time = 1.93, epoch = 6, iter = 1888, loss = 0.69
time = 2.16, epoch = 6, iter = 1920, loss = 0.64
time = 2.43, epoch = 6, iter = 1952, loss = 0.63
time = 2.13, epoch = 6, iter = 1984, loss = 0.67
time = 2.09, epoch = 6, iter = 2016, loss = 0.63
time = 2.08, epoch = 6, iter = 2048, loss = 0.64
time = 2.17, epoch = 6, iter = 2080, loss = 0.60
time = 2.21, epoch = 6, iter = 2112, loss = 0.67
time = 1.85, epoch = 6, iter = 2144, loss = 0.69
time = 1.95, epoch = 6, iter = 2176, loss = 0.64
time = 1.97, epoch = 6, iter = 2208, loss = 0.67
time = 1.90, epoch = 6, iter = 2240, loss = 0.67
time = 1.82, epoch = 6, iter = 2272, loss = 0.67
time = 1.94, epoch = 6, iter = 2304, loss = 0.63
time = 1.99, epoch = 6, iter = 2336, loss = 0.72
time = 1.87, epoch = 6, iter = 2368, loss = 0.66
time = 2.11, epoch = 6, iter = 2400, loss = 0.65
time = 2.24, epoch = 6, iter = 2432, loss = 0.66
time = 1.77, epoch = 6, iter = 2464, loss = 0.61
time = 2.27, epoch = 6, iter = 2496, loss = 0.66
time = 2.41, epoch = 6, iter = 2528, loss = 0.67
time = 2.37, epoch = 6, iter = 2560, loss = 0.60
time = 2.36, epoch = 6, iter = 2592, loss = 0.64
time = 2.29, epoch = 6, iter = 2624, loss = 0.61
time = 2.38, epoch = 6, iter = 2656, loss = 0.65
time = 2.26, epoch = 6, iter = 2688, loss = 0.65
time = 2.21, epoch = 6, iter = 2720, loss = 0.69
time = 2.25, epoch = 6, iter = 2752, loss = 0.64
time = 2.86, epoch = 6, iter = 2784, loss = 0.64
time = 2.20, epoch = 6, iter = 2816, loss = 0.62
time = 2.12, epoch = 6, iter = 2848, loss = 0.63
time = 2.01, epoch = 6, iter = 2880, loss = 0.69
time = 2.09, epoch = 6, iter = 2912, loss = 0.64
time = 2.13, epoch = 6, iter = 2944, loss = 0.63
time = 2.19, epoch = 6, iter = 2976, loss = 0.70
time = 2.17, epoch = 6, iter = 3008, loss = 0.63
time = 2.09, epoch = 6, iter = 3040, loss = 0.66
time = 2.09, epoch = 6, iter = 3072, loss = 0.67
time = 2.28, epoch = 6, iter = 3104, loss = 0.68
time = 2.42, epoch = 6, iter = 3136, loss = 0.69
time = 2.55, epoch = 6, iter = 3168, loss = 0.68
time = 2.56, epoch = 6, iter = 3200, loss = 0.67
time = 2.28, epoch = 6, iter = 3232, loss = 0.62
time = 2.03, epoch = 6, iter = 3264, loss = 0.60
time = 1.84, epoch = 6, iter = 3296, loss = 0.66
time = 1.90, epoch = 6, iter = 3328, loss = 0.64
time = 1.84, epoch = 6, iter = 3360, loss = 0.65
time = 1.83, epoch = 6, iter = 3392, loss = 0.63
time = 1.88, epoch = 6, iter = 3424, loss = 0.67
time = 1.94, epoch = 6, iter = 3456, loss = 0.66
time = 1.87, epoch = 6, iter = 3488, loss = 0.68
time = 1.82, epoch = 6, iter = 3520, loss = 0.64
time = 1.90, epoch = 6, iter = 3552, loss = 0.59
time = 1.93, epoch = 6, iter = 3584, loss = 0.68
time = 1.91, epoch = 6, iter = 3616, loss = 0.63
time = 1.94, epoch = 6, iter = 3648, loss = 0.62
time = 1.95, epoch = 6, iter = 3680, loss = 0.67
time = 1.96, epoch = 6, iter = 3712, loss = 0.65
time = 1.94, epoch = 6, iter = 3744, loss = 0.66
time = 1.90, epoch = 6, iter = 3776, loss = 0.64
time = 1.96, epoch = 6, iter = 3808, loss = 0.63
time = 1.94, epoch = 6, iter = 3840, loss = 0.64
time = 1.83, epoch = 6, iter = 3872, loss = 0.65
time = 2.00, epoch = 6, iter = 3904, loss = 0.68
time = 1.93, epoch = 6, iter = 3936, loss = 0.66
time = 1.95, epoch = 6, iter = 3968, loss = 0.62
time = 1.91, epoch = 6, iter = 4000, loss = 0.65
time = 1.99, epoch = 6, iter = 4032, loss = 0.65
time = 1.87, epoch = 6, iter = 4064, loss = 0.63
time = 1.82, epoch = 6, iter = 4096, loss = 0.61
time = 1.97, epoch = 6, iter = 4128, loss = 0.62
time = 1.96, epoch = 6, iter = 4160, loss = 0.68
time = 1.89, epoch = 6, iter = 4192, loss = 0.66
time = 1.90, epoch = 6, iter = 4224, loss = 0.61
time = 1.90, epoch = 6, iter = 4256, loss = 0.62
time = 1.92, epoch = 6, iter = 4288, loss = 0.67
time = 1.88, epoch = 6, iter = 4320, loss = 0.66
time = 2.01, epoch = 6, iter = 4352, loss = 0.61
time = 1.83, epoch = 6, iter = 4384, loss = 0.65
time = 1.96, epoch = 6, iter = 4416, loss = 0.66
time = 2.16, epoch = 6, iter = 4448, loss = 0.62
time = 2.35, epoch = 6, iter = 4480, loss = 0.61
time = 2.06, epoch = 6, iter = 4512, loss = 0.65
time = 2.25, epoch = 6, iter = 4544, loss = 0.62
time = 2.03, epoch = 6, iter = 4576, loss = 0.64
time = 2.21, epoch = 6, iter = 4608, loss = 0.59
time = 2.22, epoch = 6, iter = 4640, loss = 0.62
time = 2.64, epoch = 6, iter = 4672, loss = 0.60
time = 2.36, epoch = 6, iter = 4704, loss = 0.62
time = 1.99, epoch = 6, iter = 4736, loss = 0.64
time = 2.31, epoch = 6, iter = 4768, loss = 0.61
time = 2.36, epoch = 6, iter = 4800, loss = 0.61
time = 2.37, epoch = 6, iter = 4832, loss = 0.59
time = 2.82, epoch = 7, iter = 32, loss = 0.57
time = 2.10, epoch = 7, iter = 64, loss = 0.61
time = 2.08, epoch = 7, iter = 96, loss = 0.58
time = 2.15, epoch = 7, iter = 128, loss = 0.58
time = 2.07, epoch = 7, iter = 160, loss = 0.65
time = 2.37, epoch = 7, iter = 192, loss = 0.56
time = 2.19, epoch = 7, iter = 224, loss = 0.64
time = 2.87, epoch = 7, iter = 256, loss = 0.60
time = 3.03, epoch = 7, iter = 288, loss = 0.67
time = 2.82, epoch = 7, iter = 320, loss = 0.65
time = 3.04, epoch = 7, iter = 352, loss = 0.64
